"Notes"	"State"	"State Code"	"Year"	"Year Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate
	"Illinois"	"17"	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	8364	12801539	65.3
"Total"	"Illinois"	"17"	"2016"	"2016"			107020	12801539	836.0
"Total"	"Illinois"	"17"					1872193	228380710	819.8
	"Indiana"	"18"	"1999"	"1999"	"Certain infectious and parasitic diseases"	"A00-B99"	1174	6044969	19.4
	"Indiana"	"18"	"1999"	"1999"	"Neoplasms"	"C00-D48"	13174	6044969	217.9
	"Indiana"	"18"	"1999"	"1999"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	210	6044969	3.5
	"Indiana"	"18"	"1999"	"1999"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	2178	6044969	36.0
	"Indiana"	"18"	"1999"	"1999"	"Mental and behavioural disorders"	"F01-F99"	920	6044969	15.2
	"Indiana"	"18"	"1999"	"1999"	"Diseases of the nervous system"	"G00-G98"	2017	6044969	33.4
	"Indiana"	"18"	"1999"	"1999"	"Diseases of the circulatory system"	"I00-I99"	22165	6044969	366.7
	"Indiana"	"18"	"1999"	"1999"	"Diseases of the respiratory system"	"J00-J98"	5384	6044969	89.1
	"Indiana"	"18"	"1999"	"1999"	"Diseases of the digestive system"	"K00-K92"	1778	6044969	29.4
	"Indiana"	"18"	"1999"	"1999"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	62	6044969	1.0
	"Indiana"	"18"	"1999"	"1999"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	306	6044969	5.1
	"Indiana"	"18"	"1999"	"1999"	"Diseases of the genitourinary system"	"N00-N98"	1435	6044969	23.7
	"Indiana"	"18"	"1999"	"1999"	"Certain conditions originating in the perinatal period"	"P00-P96"	342	6044969	5.7
	"Indiana"	"18"	"1999"	"1999"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	258	6044969	4.3
	"Indiana"	"18"	"1999"	"1999"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	399	6044969	6.6
	"Indiana"	"18"	"1999"	"1999"	"External causes of morbidity and mortality"	"V01-Y89"	3497	6044969	57.8
"Total"	"Indiana"	"18"	"1999"	"1999"			55303	6044969	914.9
	"Indiana"	"18"	"2000"	"2000"	"Certain infectious and parasitic diseases"	"A00-B99"	1177	6080485	19.4
	"Indiana"	"18"	"2000"	"2000"	"Neoplasms"	"C00-D48"	13147	6080485	216.2
	"Indiana"	"18"	"2000"	"2000"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	206	6080485	3.4
	"Indiana"	"18"	"2000"	"2000"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	2238	6080485	36.8
	"Indiana"	"18"	"2000"	"2000"	"Mental and behavioural disorders"	"F01-F99"	1089	6080485	17.9
	"Indiana"	"18"	"2000"	"2000"	"Diseases of the nervous system"	"G00-G98"	2236	6080485	36.8
	"Indiana"	"18"	"2000"	"2000"	"Diseases of the circulatory system"	"I00-I99"	21837	6080485	359.1
	"Indiana"	"18"	"2000"	"2000"	"Diseases of the respiratory system"	"J00-J98"	5421	6080485	89.2
	"Indiana"	"18"	"2000"	"2000"	"Diseases of the digestive system"	"K00-K92"	1787	6080485	29.4
	"Indiana"	"18"	"2000"	"2000"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	74	6080485	1.2
	"Indiana"	"18"	"2000"	"2000"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	290	6080485	4.8
	"Indiana"	"18"	"2000"	"2000"	"Diseases of the genitourinary system"	"N00-N98"	1502	6080485	24.7
	"Indiana"	"18"	"2000"	"2000"	"Certain conditions originating in the perinatal period"	"P00-P96"	314	6080485	5.2
	"Indiana"	"18"	"2000"	"2000"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	277	6080485	4.6
	"Indiana"	"18"	"2000"	"2000"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	458	6080485	7.5
	"Indiana"	"18"	"2000"	"2000"	"External causes of morbidity and mortality"	"V01-Y89"	3405	6080485	56.0
"Total"	"Indiana"	"18"	"2000"	"2000"			55469	6080485	912.2
	"Indiana"	"18"	"2001"	"2001"	"Certain infectious and parasitic diseases"	"A00-B99"	1164	6127760	19.0
	"Indiana"	"18"	"2001"	"2001"	"Neoplasms"	"C00-D48"	13117	6127760	214.1
	"Indiana"	"18"	"2001"	"2001"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	193	6127760	3.1
	"Indiana"	"18"	"2001"	"2001"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	2302	6127760	37.6
	"Indiana"	"18"	"2001"	"2001"	"Mental and behavioural disorders"	"F01-F99"	1163	6127760	19.0
	"Indiana"	"18"	"2001"	"2001"	"Diseases of the nervous system"	"G00-G98"	2310	6127760	37.7
	"Indiana"	"18"	"2001"	"2001"	"Diseases of the circulatory system"	"I00-I99"	21037	6127760	343.3
	"Indiana"	"18"	"2001"	"2001"	"Diseases of the respiratory system"	"J00-J98"	5417	6127760	88.4
	"Indiana"	"18"	"2001"	"2001"	"Diseases of the digestive system"	"K00-K92"	1878	6127760	30.6
	"Indiana"	"18"	"2001"	"2001"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	80	6127760	1.3
	"Indiana"	"18"	"2001"	"2001"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	312	6127760	5.1
	"Indiana"	"18"	"2001"	"2001"	"Diseases of the genitourinary system"	"N00-N98"	1558	6127760	25.4
	"Indiana"	"18"	"2001"	"2001"	"Certain conditions originating in the perinatal period"	"P00-P96"	278	6127760	4.5
	"Indiana"	"18"	"2001"	"2001"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	260	6127760	4.2
	"Indiana"	"18"	"2001"	"2001"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	572	6127760	9.3
	"Indiana"	"18"	"2001"	"2001"	"External causes of morbidity and mortality"	"V01-Y89"	3553	6127760	58.0
"Total"	"Indiana"	"18"	"2001"	"2001"			55198	6127760	900.8
	"Indiana"	"18"	"2002"	"2002"	"Certain infectious and parasitic diseases"	"A00-B99"	1220	6155967	19.8
	"Indiana"	"18"	"2002"	"2002"	"Neoplasms"	"C00-D48"	13155	6155967	213.7
	"Indiana"	"18"	"2002"	"2002"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	192	6155967	3.1
	"Indiana"	"18"	"2002"	"2002"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	2292	6155967	37.2
	"Indiana"	"18"	"2002"	"2002"	"Mental and behavioural disorders"	"F01-F99"	1178	6155967	19.1
	"Indiana"	"18"	"2002"	"2002"	"Diseases of the nervous system"	"G00-G98"	2519	6155967	40.9
	"Indiana"	"18"	"2002"	"2002"	"Diseases of the circulatory system"	"I00-I99"	20647	6155967	335.4
	"Indiana"	"18"	"2002"	"2002"	"Diseases of the respiratory system"	"J00-J98"	5553	6155967	90.2
	"Indiana"	"18"	"2002"	"2002"	"Diseases of the digestive system"	"K00-K92"	1895	6155967	30.8
	"Indiana"	"18"	"2002"	"2002"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	83	6155967	1.3
	"Indiana"	"18"	"2002"	"2002"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	318	6155967	5.2
	"Indiana"	"18"	"2002"	"2002"	"Diseases of the genitourinary system"	"N00-N98"	1611	6155967	26.2
	"Indiana"	"18"	"2002"	"2002"	"Certain conditions originating in the perinatal period"	"P00-P96"	346	6155967	5.6
	"Indiana"	"18"	"2002"	"2002"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	219	6155967	3.6
	"Indiana"	"18"	"2002"	"2002"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	651	6155967	10.6
	"Indiana"	"18"	"2002"	"2002"	"External causes of morbidity and mortality"	"V01-Y89"	3515	6155967	57.1
"Total"	"Indiana"	"18"	"2002"	"2002"			55396	6155967	899.9
	"Indiana"	"18"	"2003"	"2003"	"Certain infectious and parasitic diseases"	"A00-B99"	1253	6196638	20.2
	"Indiana"	"18"	"2003"	"2003"	"Neoplasms"	"C00-D48"	13272	6196638	214.2
	"Indiana"	"18"	"2003"	"2003"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	228	6196638	3.7
	"Indiana"	"18"	"2003"	"2003"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	2337	6196638	37.7
	"Indiana"	"18"	"2003"	"2003"	"Mental and behavioural disorders"	"F01-F99"	1322	6196638	21.3
	"Indiana"	"18"	"2003"	"2003"	"Diseases of the nervous system"	"G00-G98"	2724	6196638	44.0
	"Indiana"	"18"	"2003"	"2003"	"Diseases of the circulatory system"	"I00-I99"	20600	6196638	332.4
	"Indiana"	"18"	"2003"	"2003"	"Diseases of the respiratory system"	"J00-J98"	5775	6196638	93.2
	"Indiana"	"18"	"2003"	"2003"	"Diseases of the digestive system"	"K00-K92"	1886	6196638	30.4
	"Indiana"	"18"	"2003"	"2003"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	75	6196638	1.2
	"Indiana"	"18"	"2003"	"2003"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	314	6196638	5.1
	"Indiana"	"18"	"2003"	"2003"	"Diseases of the genitourinary system"	"N00-N98"	1603	6196638	25.9
	"Indiana"	"18"	"2003"	"2003"	"Certain conditions originating in the perinatal period"	"P00-P96"	324	6196638	5.2
	"Indiana"	"18"	"2003"	"2003"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	226	6196638	3.6
	"Indiana"	"18"	"2003"	"2003"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	473	6196638	7.6
	"Indiana"	"18"	"2003"	"2003"	"External causes of morbidity and mortality"	"V01-Y89"	3551	6196638	57.3
"Total"	"Indiana"	"18"	"2003"	"2003"			55968	6196638	903.2
	"Indiana"	"18"	"2004"	"2004"	"Certain infectious and parasitic diseases"	"A00-B99"	1232	6233007	19.8
	"Indiana"	"18"	"2004"	"2004"	"Neoplasms"	"C00-D48"	12812	6233007	205.6
	"Indiana"	"18"	"2004"	"2004"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	220	6233007	3.5
	"Indiana"	"18"	"2004"	"2004"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	2239	6233007	35.9
	"Indiana"	"18"	"2004"	"2004"	"Mental and behavioural disorders"	"F01-F99"	1391	6233007	22.3
	"Indiana"	"18"	"2004"	"2004"	"Diseases of the nervous system"	"G00-G98"	2671	6233007	42.9
	"Indiana"	"18"	"2004"	"2004"	"Diseases of the circulatory system"	"I00-I99"	19576	6233007	314.1
	"Indiana"	"18"	"2004"	"2004"	"Diseases of the respiratory system"	"J00-J98"	5453	6233007	87.5
	"Indiana"	"18"	"2004"	"2004"	"Diseases of the digestive system"	"K00-K92"	1883	6233007	30.2
	"Indiana"	"18"	"2004"	"2004"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	60	6233007	1.0
	"Indiana"	"18"	"2004"	"2004"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	310	6233007	5.0
	"Indiana"	"18"	"2004"	"2004"	"Diseases of the genitourinary system"	"N00-N98"	1600	6233007	25.7
	"Indiana"	"18"	"2004"	"2004"	"Certain conditions originating in the perinatal period"	"P00-P96"	344	6233007	5.5
	"Indiana"	"18"	"2004"	"2004"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	252	6233007	4.0
	"Indiana"	"18"	"2004"	"2004"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	404	6233007	6.5
	"Indiana"	"18"	"2004"	"2004"	"External causes of morbidity and mortality"	"V01-Y89"	3759	6233007	60.3
"Total"	"Indiana"	"18"	"2004"	"2004"			54211	6233007	869.7
	"Indiana"	"18"	"2005"	"2005"	"Certain infectious and parasitic diseases"	"A00-B99"	1298	6278616	20.7
	"Indiana"	"18"	"2005"	"2005"	"Neoplasms"	"C00-D48"	13122	6278616	209.0
	"Indiana"	"18"	"2005"	"2005"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	224	6278616	3.6
	"Indiana"	"18"	"2005"	"2005"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	2384	6278616	38.0
	"Indiana"	"18"	"2005"	"2005"	"Mental and behavioural disorders"	"F01-F99"	1517	6278616	24.2
	"Indiana"	"18"	"2005"	"2005"	"Diseases of the nervous system"	"G00-G98"	2814	6278616	44.8
	"Indiana"	"18"	"2005"	"2005"	"Diseases of the circulatory system"	"I00-I99"	19408	6278616	309.1
	"Indiana"	"18"	"2005"	"2005"	"Diseases of the respiratory system"	"J00-J98"	5983	6278616	95.3
	"Indiana"	"18"	"2005"	"2005"	"Diseases of the digestive system"	"K00-K92"	1834	6278616	29.2
	"Indiana"	"18"	"2005"	"2005"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	105	6278616	1.7
	"Indiana"	"18"	"2005"	"2005"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	308	6278616	4.9
	"Indiana"	"18"	"2005"	"2005"	"Diseases of the genitourinary system"	"N00-N98"	1739	6278616	27.7
	"Indiana"	"18"	"2005"	"2005"	"Certain conditions originating in the perinatal period"	"P00-P96"	346	6278616	5.5
	"Indiana"	"18"	"2005"	"2005"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	255	6278616	4.1
	"Indiana"	"18"	"2005"	"2005"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	425	6278616	6.8
	"Indiana"	"18"	"2005"	"2005"	"External causes of morbidity and mortality"	"V01-Y89"	3908	6278616	62.2
"Total"	"Indiana"	"18"	"2005"	"2005"			55675	6278616	886.7
	"Indiana"	"18"	"2006"	"2006"	"Certain infectious and parasitic diseases"	"A00-B99"	1340	6332669	21.2
	"Indiana"	"18"	"2006"	"2006"	"Neoplasms"	"C00-D48"	13217	6332669	208.7
	"Indiana"	"18"	"2006"	"2006"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	176	6332669	2.8
	"Indiana"	"18"	"2006"	"2006"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	2326	6332669	36.7
	"Indiana"	"18"	"2006"	"2006"	"Mental and behavioural disorders"	"F01-F99"	1806	6332669	28.5
	"Indiana"	"18"	"2006"	"2006"	"Diseases of the nervous system"	"G00-G98"	2918	6332669	46.1
	"Indiana"	"18"	"2006"	"2006"	"Diseases of the circulatory system"	"I00-I99"	19067	6332669	301.1
	"Indiana"	"18"	"2006"	"2006"	"Diseases of the respiratory system"	"J00-J98"	5640	6332669	89.1
	"Indiana"	"18"	"2006"	"2006"	"Diseases of the digestive system"	"K00-K92"	1933	6332669	30.5
	"Indiana"	"18"	"2006"	"2006"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	79	6332669	1.2
	"Indiana"	"18"	"2006"	"2006"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	263	6332669	4.2
	"Indiana"	"18"	"2006"	"2006"	"Diseases of the genitourinary system"	"N00-N98"	1761	6332669	27.8
	"Indiana"	"18"	"2006"	"2006"	"Certain conditions originating in the perinatal period"	"P00-P96"	334	6332669	5.3
	"Indiana"	"18"	"2006"	"2006"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	247	6332669	3.9
	"Indiana"	"18"	"2006"	"2006"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	508	6332669	8.0
	"Indiana"	"18"	"2006"	"2006"	"External causes of morbidity and mortality"	"V01-Y89"	4001	6332669	63.2
"Total"	"Indiana"	"18"	"2006"	"2006"			55622	6332669	878.3
	"Indiana"	"18"	"2007"	"2007"	"Certain infectious and parasitic diseases"	"A00-B99"	1318	6379599	20.7
	"Indiana"	"18"	"2007"	"2007"	"Neoplasms"	"C00-D48"	13062	6379599	204.7
	"Indiana"	"18"	"2007"	"2007"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	225	6379599	3.5
	"Indiana"	"18"	"2007"	"2007"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	2207	6379599	34.6
	"Indiana"	"18"	"2007"	"2007"	"Mental and behavioural disorders"	"F01-F99"	1745	6379599	27.4
	"Indiana"	"18"	"2007"	"2007"	"Diseases of the nervous system"	"G00-G98"	2887	6379599	45.3
	"Indiana"	"18"	"2007"	"2007"	"Diseases of the circulatory system"	"I00-I99"	18141	6379599	284.4
	"Indiana"	"18"	"2007"	"2007"	"Diseases of the respiratory system"	"J00-J98"	5473	6379599	85.8
	"Indiana"	"18"	"2007"	"2007"	"Diseases of the digestive system"	"K00-K92"	1828	6379599	28.7
	"Indiana"	"18"	"2007"	"2007"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	79	6379599	1.2
	"Indiana"	"18"	"2007"	"2007"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	286	6379599	4.5
	"Indiana"	"18"	"2007"	"2007"	"Diseases of the genitourinary system"	"N00-N98"	1711	6379599	26.8
	"Indiana"	"18"	"2007"	"2007"	"Certain conditions originating in the perinatal period"	"P00-P96"	343	6379599	5.4
	"Indiana"	"18"	"2007"	"2007"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	208	6379599	3.3
	"Indiana"	"18"	"2007"	"2007"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	516	6379599	8.1
	"Indiana"	"18"	"2007"	"2007"	"External causes of morbidity and mortality"	"V01-Y89"	3964	6379599	62.1
"Total"	"Indiana"	"18"	"2007"	"2007"			54000	6379599	846.4
	"Indiana"	"18"	"2008"	"2008"	"Certain infectious and parasitic diseases"	"A00-B99"	1386	6424806	21.6
	"Indiana"	"18"	"2008"	"2008"	"Neoplasms"	"C00-D48"	13490	6424806	210.0
	"Indiana"	"18"	"2008"	"2008"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	221	6424806	3.4
	"Indiana"	"18"	"2008"	"2008"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	2348	6424806	36.5
	"Indiana"	"18"	"2008"	"2008"	"Mental and behavioural disorders"	"F01-F99"	2176	6424806	33.9
	"Indiana"	"18"	"2008"	"2008"	"Diseases of the nervous system"	"G00-G98"	3284	6424806	51.1
	"Indiana"	"18"	"2008"	"2008"	"Diseases of the circulatory system"	"I00-I99"	18196	6424806	283.2
	"Indiana"	"18"	"2008"	"2008"	"Diseases of the respiratory system"	"J00-J98"	6431	6424806	100.1
	"Indiana"	"18"	"2008"	"2008"	"Diseases of the digestive system"	"K00-K92"	1922	6424806	29.9
	"Indiana"	"18"	"2008"	"2008"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	89	6424806	1.4
	"Indiana"	"18"	"2008"	"2008"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	329	6424806	5.1
	"Indiana"	"18"	"2008"	"2008"	"Diseases of the genitourinary system"	"N00-N98"	1715	6424806	26.7
	"Indiana"	"18"	"2008"	"2008"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	14	6424806	0.2 (Unreliable)
	"Indiana"	"18"	"2008"	"2008"	"Certain conditions originating in the perinatal period"	"P00-P96"	288	6424806	4.5
	"Indiana"	"18"	"2008"	"2008"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	238	6424806	3.7
	"Indiana"	"18"	"2008"	"2008"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	584	6424806	9.1
	"Indiana"	"18"	"2008"	"2008"	"External causes of morbidity and mortality"	"V01-Y89"	4039	6424806	62.9
"Total"	"Indiana"	"18"	"2008"	"2008"			56752	6424806	883.3
	"Indiana"	"18"	"2009"	"2009"	"Certain infectious and parasitic diseases"	"A00-B99"	1406	6459325	21.8
	"Indiana"	"18"	"2009"	"2009"	"Neoplasms"	"C00-D48"	13414	6459325	207.7
	"Indiana"	"18"	"2009"	"2009"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	221	6459325	3.4
	"Indiana"	"18"	"2009"	"2009"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	2276	6459325	35.2
	"Indiana"	"18"	"2009"	"2009"	"Mental and behavioural disorders"	"F01-F99"	2343	6459325	36.3
	"Indiana"	"18"	"2009"	"2009"	"Diseases of the nervous system"	"G00-G98"	3171	6459325	49.1
	"Indiana"	"18"	"2009"	"2009"	"Diseases of the circulatory system"	"I00-I99"	17811	6459325	275.7
	"Indiana"	"18"	"2009"	"2009"	"Diseases of the respiratory system"	"J00-J98"	6098	6459325	94.4
	"Indiana"	"18"	"2009"	"2009"	"Diseases of the digestive system"	"K00-K92"	1911	6459325	29.6
	"Indiana"	"18"	"2009"	"2009"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	79	6459325	1.2
	"Indiana"	"18"	"2009"	"2009"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	273	6459325	4.2
	"Indiana"	"18"	"2009"	"2009"	"Diseases of the genitourinary system"	"N00-N98"	1773	6459325	27.4
	"Indiana"	"18"	"2009"	"2009"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	16	6459325	0.2 (Unreliable)
	"Indiana"	"18"	"2009"	"2009"	"Certain conditions originating in the perinatal period"	"P00-P96"	322	6459325	5.0
	"Indiana"	"18"	"2009"	"2009"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	230	6459325	3.6
	"Indiana"	"18"	"2009"	"2009"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	678	6459325	10.5
	"Indiana"	"18"	"2009"	"2009"	"External causes of morbidity and mortality"	"V01-Y89"	3948	6459325	61.1
"Total"	"Indiana"	"18"	"2009"	"2009"			55973	6459325	866.5
	"Indiana"	"18"	"2010"	"2010"	"Certain infectious and parasitic diseases"	"A00-B99"	1442	6483802	22.2
	"Indiana"	"18"	"2010"	"2010"	"Neoplasms"	"C00-D48"	13467	6483802	207.7
	"Indiana"	"18"	"2010"	"2010"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	242	6483802	3.7
	"Indiana"	"18"	"2010"	"2010"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	2259	6483802	34.8
	"Indiana"	"18"	"2010"	"2010"	"Mental and behavioural disorders"	"F01-F99"	2570	6483802	39.6
	"Indiana"	"18"	"2010"	"2010"	"Diseases of the nervous system"	"G00-G98"	3272	6483802	50.5
	"Indiana"	"18"	"2010"	"2010"	"Diseases of the circulatory system"	"I00-I99"	17796	6483802	274.5
	"Indiana"	"18"	"2010"	"2010"	"Diseases of the respiratory system"	"J00-J98"	6260	6483802	96.5
	"Indiana"	"18"	"2010"	"2010"	"Diseases of the digestive system"	"K00-K92"	2031	6483802	31.3
	"Indiana"	"18"	"2010"	"2010"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	87	6483802	1.3
	"Indiana"	"18"	"2010"	"2010"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	261	6483802	4.0
	"Indiana"	"18"	"2010"	"2010"	"Diseases of the genitourinary system"	"N00-N98"	1849	6483802	28.5
	"Indiana"	"18"	"2010"	"2010"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	14	6483802	0.2 (Unreliable)
	"Indiana"	"18"	"2010"	"2010"	"Certain conditions originating in the perinatal period"	"P00-P96"	305	6483802	4.7
	"Indiana"	"18"	"2010"	"2010"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	272	6483802	4.2
	"Indiana"	"18"	"2010"	"2010"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	695	6483802	10.7
	"Indiana"	"18"	"2010"	"2010"	"External causes of morbidity and mortality"	"V01-Y89"	3918	6483802	60.4
"Total"	"Indiana"	"18"	"2010"	"2010"			56743	6483802	875.2
	"Indiana"	"18"	"2011"	"2011"	"Certain infectious and parasitic diseases"	"A00-B99"	1528	6516480	23.4
	"Indiana"	"18"	"2011"	"2011"	"Neoplasms"	"C00-D48"	13456	6516480	206.5
	"Indiana"	"18"	"2011"	"2011"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	261	6516480	4.0
	"Indiana"	"18"	"2011"	"2011"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	2655	6516480	40.7
	"Indiana"	"18"	"2011"	"2011"	"Mental and behavioural disorders"	"F01-F99"	3000	6516480	46.0
	"Indiana"	"18"	"2011"	"2011"	"Diseases of the nervous system"	"G00-G98"	3486	6516480	53.5
	"Indiana"	"18"	"2011"	"2011"	"Diseases of the circulatory system"	"I00-I99"	17751	6516480	272.4
	"Indiana"	"18"	"2011"	"2011"	"Diseases of the respiratory system"	"J00-J98"	6425	6516480	98.6
	"Indiana"	"18"	"2011"	"2011"	"Diseases of the digestive system"	"K00-K92"	2084	6516480	32.0
	"Indiana"	"18"	"2011"	"2011"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	71	6516480	1.1
	"Indiana"	"18"	"2011"	"2011"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	314	6516480	4.8
	"Indiana"	"18"	"2011"	"2011"	"Diseases of the genitourinary system"	"N00-N98"	1732	6516480	26.6
	"Indiana"	"18"	"2011"	"2011"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	43	6516480	0.7
	"Indiana"	"18"	"2011"	"2011"	"Certain conditions originating in the perinatal period"	"P00-P96"	299	6516480	4.6
	"Indiana"	"18"	"2011"	"2011"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	272	6516480	4.2
	"Indiana"	"18"	"2011"	"2011"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	688	6516480	10.6
	"Indiana"	"18"	"2011"	"2011"	"External causes of morbidity and mortality"	"V01-Y89"	4134	6516480	63.4
"Total"	"Indiana"	"18"	"2011"	"2011"			58202	6516480	893.2
	"Indiana"	"18"	"2012"	"2012"	"Certain infectious and parasitic diseases"	"A00-B99"	1587	6537743	24.3
	"Indiana"	"18"	"2012"	"2012"	"Neoplasms"	"C00-D48"	13700	6537743	209.6
	"Indiana"	"18"	"2012"	"2012"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	248	6537743	3.8
	"Indiana"	"18"	"2012"	"2012"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	2706	6537743	41.4
	"Indiana"	"18"	"2012"	"2012"	"Mental and behavioural disorders"	"F01-F99"	3297	6537743	50.4
	"Indiana"	"18"	"2012"	"2012"	"Diseases of the nervous system"	"G00-G98"	3576	6537743	54.7
	"Indiana"	"18"	"2012"	"2012"	"Diseases of the circulatory system"	"I00-I99"	18030	6537743	275.8
	"Indiana"	"18"	"2012"	"2012"	"Diseases of the respiratory system"	"J00-J98"	6381	6537743	97.6
	"Indiana"	"18"	"2012"	"2012"	"Diseases of the digestive system"	"K00-K92"	2150	6537743	32.9
	"Indiana"	"18"	"2012"	"2012"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	86	6537743	1.3
	"Indiana"	"18"	"2012"	"2012"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	343	6537743	5.2
